id,swedish,english,group,properties,aliases_sv,aliases_en,search_terms,notes_sv,notes_en,season_availability,typical_storage,typical_unit,price_category,avg_price_sek,carbon_footprint_category,status,created_date,updated_date,created_by,verified_by,ai_generated,export_ready
lentils-brown-dried,torkade bruna linser,dried brown lentils,vegetable/legume,"needs-cooking,plant-based,vegan-friendly",bruna linser;hela linser,whole brown lentils,brunalinsertorkade,Baljväxt.,Legume.,year-round,ambient,g,medium,36,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
lentils-green,gröna linser,green lentils,vegetable/legume,"plant-based,vegan-friendly",puylinser,french lentils;puy lentils,gröna linser;puy linser;brown lentils,Håller formen vid kokning. God i sallad.,Holds shape when cooking. Great in salads.,year-round,ambient,bag,budget,33,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
lentils-puy,puy-linser,puy lentils,vegetable/legume,"needs-cooking,plant-based,vegan-friendly",franska gröna linser;le puy linser,French green lentils;lentilles du Puy,puylinser,Behåller formen vid kokning,Holds shape when cooked,year-round,ambient,g,medium,42,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
lentils-red,röda linser,red lentils,vegetable/legume,"plant-based,vegan-friendly",röda linser torra,red split lentils,röda linser;red lentils,Kokar snabbt och faller sönder. Perfekt för dal.,Cooks quickly and breaks down. Perfect for dal.,year-round,ambient,bag,medium,36,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
lentils-yellow-dried,torkade gula linser,dried yellow lentils,vegetable/legume,"needs-cooking,plant-based,vegan-friendly",gula linser;moong dal,yellow lentils;moong dal,gulalinsertorkade,Baljväxt.,Legume.,year-round,ambient,g,budget,30,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
lettuce-butter,smörsallad,butter lettuce,vegetable/leaf,"doesnt-freeze-well,plant-based,vegan-friendly",bib sallad;mjuk sallad,butterhead;bibb lettuce,smörsallad;butter lettuce,Mjuka blad med mild smak. Passar wraps.,Soft leaves with mild flavor. Good for wraps.,year-round,refrigerated,st,budget,31,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
lettuce-iceberg,isbergssallad,iceberg lettuce,vegetable/leaf,"doesnt-freeze-well,plant-based,vegan-friendly",isbergssallat;isberg,iceberg,isbergssallad;isberg;iceberg,Krispig och mild. Klassiker i sallader.,Crispy and mild. Classic in salads.,year-round,refrigerated,st,medium,38,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
lettuce-romaine,romansallad,romaine lettuce,vegetable/leaf,"doesnt-freeze-well,plant-based,vegan-friendly",hjärtsallad;cos sallad,cos lettuce,romansallad;hjärtsallad;romaine,Krispig med mer smak än isberg. Tål värme.,Crispy with more flavor than iceberg. Tolerates heat.,year-round,refrigerated,st,budget,21,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
light-margarine,lättmargarin,light margarine,fat/solid,"plant-based,processed,vegan-friendly",lätt margarin;40% margarin,low-fat margarine;light spread,lättmargarin light margarine,Mindre fett,Less fat,year-round,refrigerated,g,medium,80,low,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
lima-beans-dried,torkade limabönor,dried lima beans,vegetable/legume,"needs-cooking,plant-based,vegan-friendly",smörbönor torra;butter beans torra,dried butter beans,limabonor,Baljväxt.,Legume.,year-round,ambient,g,budget,35,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
lime,lime,lime,fruit/citrus,"plant-based,vegan-friendly",key lime;keylime;limefrukt;limen,,key lime;keylime;lime;limefrukt;limen,Citrusfrukt.,Citrus fruit.,year-round,ambient,g,medium,70,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
lime-juice,limesaft,lime juice,fruit/citrus,"plant-based,vegan-friendly",pressad lime;limejuice,,lime juice;limejuice;limesaft;pressad lime,Citrusfrukt.,Citrus fruit.,year-round,ambient,g,medium,41,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
lime-kaffir,kaffirlime,kaffir lime,fruit/citrus,"plant-based,vegan-friendly",kaffir limeblad,,kaffir lime;kaffir limeblad;kaffirlime,Citrusfrukt.,Citrus fruit.,year-round,ambient,g,medium,60,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
lime-zest,limeskal,lime zest,fruit/citrus,"plant-based,vegan-friendly",rivet limeskal,,lime zest;limeskal;rivet limeskal,Citrusfrukt.,Citrus fruit.,year-round,ambient,g,medium,60,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
ling,långa,ling,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",längafilé;lubb,ling fillet,langa,Fisk. Förvaras kallt.,Fish.,year-round,refrigerated,g,premium,160,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
lingonberry-fresh,lingon,lingonberry,fruit/berry,"plant-based,vegan-friendly",lingon;lingonbär;färska lingon,,färska lingon;lingon;lingonberry;lingonbär,Bär.,Berry.,autumn,ambient,g,medium,70,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
lingonberry-jam,lingonsylt,lingonberry jam,other/condiment,"plant-based,vegan-friendly",rårörda lingon,lingonberry preserves;raw stirred lingonberries,lingonsylt lingon rårörda,Till köttbullar,For meatballs,year-round,ambient,g,medium,43,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
linguine,linguine,linguine,grain/pasta-bread,"contains-gluten,plant-based,vegan-friendly",linguini;platt spaghetti,flat spaghetti,linguine linguini pasta,Platt lång pasta,Flat long pasta,year-round,ambient,g,budget,32,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
liquid-sweetener,flytande sötningsmedel,liquid sweetener,other/sweetener,"plant-based,vegan-friendly",sötningsmedel flytande;hermesetas,liquid sweetener,flytande sötningsmedel,För drycker,For beverages,year-round,ambient,ml,budget,34,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
livarot,livarot,livarot,protein/dairy,"animal-product,contains-lactose,dairy",fransk stark ost,French Livarot,livarot,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,60,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
liver-pate,leverpastej,liver pâté,protein/meat/pork,"animal-product,meat,needs-cooking,pork,processed",pastej,liver paste,leverpastej;pastej,Fläskkött. Förvaras kallt.,Pork.,year-round,refrigerated,g,medium,90,medium,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-batch,,1,0
lobster,hummer,lobster,protein/seafood/shellfish,"animal-product,crustacean,needs-cooking,seafood",europeisk hummer;hel hummer,European lobster;whole lobster,hummer,Skaldjur. Förvaras kallt.,Shellfish.,summer,refrigerated,g,premium,590,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
lobster-tail,hummerstjärt,lobster tail,protein/seafood/shellfish,"animal-product,crustacean,needs-cooking,seafood",hummersvans,lobster tail,hummerstjart,Skaldjur. Förvaras fryst.,Shellfish.,year-round,frozen,g,premium,550,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
long-beans,meterbönor,long beans,vegetable/legume,"plant-based,vegan-friendly",kinesiska bönor;yard long beans,yard-long beans;snake beans,meterbönor;kinesiska bönor,Långa tunna bönor. Vanliga i asiatiskt.,Long thin beans. Common in Asian cooking.,year-round,refrigerated,bunch,medium,37,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
long-pepper,långpeppar,long pepper,spice/ground,"plant-based,vegan-friendly",långpeppar pippali,long pepper pippali,långpeppar pippali long pepper,Antik pepparvariant,Ancient pepper variety,year-round,ambient,g,premium,110,high,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
lotus-root,lotusrot,lotus root,vegetable/root,"plant-based,vegan-friendly",lotusrot,lotus root,lotusrot;lotus,Vackert mönster. Krispig i wok och fritering.,Beautiful pattern. Crispy in stir-fry and deep-frying.,year-round,refrigerated,kg,medium,39,medium,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
lotus-seeds,lotusfrön,lotus seeds,other/nut-seed/seed,"plant-based,vegan-friendly",makhana;lotussäd,lotus nuts;makhana,lotusfrön lotus seeds,Asiatiskt,Asian,year-round,ambient,g,medium,80,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
lovage-fresh,färsk libbsticka,fresh lovage,spice/herb-fresh,"plant-based,vegan-friendly",libbsticka,lovage,libbsticka lovage,Smak av selleri och buljong,Celery and broth flavor,summer,refrigerated,pot,budget,26,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
lumpfish-roe,stenbitsrom,lumpfish roe,protein/seafood/fish,"animal-product,fish,processed,seafood",svart kaviar;röd stenbitsrom,black lumpfish roe;red lumpfish roe,stenbitsrom,Fisk. Förvaras kallt.,Fish.,year-round,refrigerated,g,premium,180,low,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
lupin-flour,lupinmjöl,lupin flour,grain/flour/gluten-free,"lupin,plant-based,vegan-friendly",lupin mjöl,lupine flour,lupinmjöl lupin flour,Proteinrikt bönmjöl,Protein-rich bean flour,year-round,ambient,g,medium,37,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
lupin-mince,lupinfärs,lupin mince,protein/plant-based,"lupin,needs-cooking,plant-based,vegan-friendly",lupinprotein;lupinkött,lupin protein,lupinfars,Växtbaserat protein. Förvaras kallt.,Plant-based protein.,year-round,refrigerated,g,medium,49,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
lychee,litchi,lychee,fruit/exotic,"plant-based,vegan-friendly",litchi;litchifrukter,,litchi;litchifrukter;lychee,Exotisk frukt.,Exotic fruit.,summer,ambient,g,medium,36,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
macadamia,macadamianötter,macadamia nuts,other/nut-seed/tree-nut,"plant-based,tree-nut,vegan-friendly",macadamia;queenslandnötter,macadamia;queensland nuts,macadamianötter macadamia,Krämig lyxnöt,Creamy luxury nut,year-round,ambient,g,premium,290,medium,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
macadamia-oil,macadamiaolja,macadamia oil,fat/oil,"plant-based,tree-nut,vegan-friendly",macadamia olja,macadamia nut oil,macadamiaolja macadamia oil,Smörig smak,Buttery flavor,year-round,ambient,ml,medium,100,medium,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
macaroni,makaroner,macaroni,grain/pasta-bread,"contains-gluten,plant-based,vegan-friendly",mac;små rör;elbow pasta,elbow macaroni;mac,makaroner macaroni mac,Små böjda rör,Small curved tubes,year-round,ambient,g,budget,34,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
mace-ground,malen muskotblomma,ground mace,spice/ground,"plant-based,vegan-friendly",muskotblomma malen,mace ground,muskotblomma mace ground,Mildare än muskotnöt,Milder than nutmeg,year-round,ambient,g,medium,40,high,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
mackerel,makrill,mackerel,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",makrillfilé,mackerel fillet,makrill,Fisk. Förvaras kallt.,Fish.,summer,refrigerated,g,medium,90,low,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
mackerel-canned,makrill på burk,canned mackerel,protein/seafood/fish,"animal-product,fish,processed,seafood",makrillfilé i tomatsås,canned mackerel in tomato,makrillpaburk,Kan innehålla tomat (nightshade) beroende på variant,Fish.,year-round,ambient,g,medium,70,low,needs-review,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
mackerel-cured,gravatmakrill,cured mackerel,protein/seafood/fish,"animal-product,fish,processed,seafood",shime saba;marinerad makrill,shime saba;pickled mackerel,gravatmakrill,Fisk. Förvaras kallt.,Fish.,year-round,refrigerated,g,medium,90,low,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
mackerel-smoked,rökt makrill,smoked mackerel,protein/seafood/fish,"animal-product,fish,processed,seafood",pepparrökt makrill;varmrökt makrill,peppered smoked mackerel,roktmakrill,Fisk. Förvaras kallt.,Fish.,year-round,refrigerated,g,medium,70,low,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
madeira-wine,madeira,madeira wine,other/beverage,"contains-alcohol,plant-based,sulfites,vegan-friendly",madeiravin,cooking Madeira,madeira,Portugisiskt stärkt vin,Portuguese fortified wine,year-round,ambient,ml,budget,30,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
mahi-mahi,guldmakrill,mahi-mahi,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",dorado;dolphinfish,dorado;dolphinfish,guldmakrill,Fisk. Förvaras kallt.,Fish.,year-round,refrigerated,g,medium,90,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
mahon,mahón,mahón,protein/dairy,"animal-product,contains-lactose,dairy",menorcaost;spansk,Spanish Mahón,mahón,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,45,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
makrut-lime-zest,kaffirlimezest,makrut lime zest,spice/ground,"plant-based,vegan-friendly",kaffirlime zest skal,makrut lime zest kaffir,kaffirlime zest makrut,Torkat kaffirlimeskal,Dried kaffir lime peel,year-round,ambient,g,medium,70,high,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
manchego,manchego,manchego,protein/dairy,"animal-product,contains-lactose,dairy",spansk fårost,Spanish Manchego,manchego,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,50,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
manchego-curado,lagrad manchego,aged manchego,protein/dairy,"animal-product,contains-lactose,dairy",manchego curado;12 månader,Manchego curado;12 month,lagradmanchego,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,60,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
mango,mango,mango,fruit/exotic,"plant-based,vegan-friendly",mangofrukt;mangon,,mango;mangofrukt;mangon,Exotisk frukt.,Exotic fruit.,summer,ambient,g,medium,38,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
mango-dried,torkad mango,dried mango,fruit/dried,"plant-based,processed,sulfites,vegan-friendly",mangostrimlor torkade,,dried mango;mangostrimlor torkade;torkad mango,Torkad frukt.,Dried fruit.,year-round,ambient,g,premium,120,medium,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
mantis-shrimp,smällkräfta,mantis shrimp,protein/seafood/shellfish,"animal-product,crustacean,needs-cooking,seafood",munhålskräfta;squilla,mantis shrimp;squilla,smallkrafta,Skaldjur. Förvaras fryst.,Shellfish.,year-round,frozen,g,premium,350,low,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
maple-syrup,lönnsirap,maple syrup,other/sweetener,"plant-based,vegan-friendly",kanadensisk lönnsirap;ren lönnsirap;maple sirap,pure maple syrup;canadian maple,lönnsirap maple syrup,Kanadensisk klassiker,Canadian classic,year-round,ambient,ml,medium,44,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
margarine,margarin,margarine,fat/solid,"plant-based,processed,vegan-friendly",växtmargarin;bakmargarin,plant margarine,margarin margarine,Växtbaserat smöralternativ,Plant-based butter alternative,year-round,refrigerated,g,medium,80,low,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
marjoram-dried,torkad mejram,dried marjoram,spice/herb-dry,"plant-based,vegan-friendly",mejram torkad,marjoram dried,mejram torkad dried,Till korv och köttfärs,For sausage and mince,year-round,ambient,g,medium,50,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
marjoram-fresh,färsk mejram,fresh marjoram,spice/herb-fresh,"plant-based,vegan-friendly",mejram,marjoram,mejram marjoram,Mildare än oregano,Milder than oregano,summer,refrigerated,pot,budget,30,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
maroilles,maroilles,maroilles,protein/dairy,"animal-product,contains-lactose,dairy",fransk stark tvättost,French Maroilles,maroilles,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,80,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
marsala-wine,marsala,marsala wine,other/beverage,"contains-alcohol,plant-based,sulfites,vegan-friendly",marsalavin;sicilianskt vin,Marsala;cooking Marsala,marsala,Italienskt stärkt vin,Italian fortified wine,year-round,ambient,ml,medium,50,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
marzipan,marsipan,marzipan,other/baking,"plant-based,tree-nut,vegan-friendly",mandelmassa 50%,almond paste,marsipan marzipan mandelmassa,Till tårtor,For cakes,year-round,ambient,g,medium,49,medium,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
masago,masago,capelin roe,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",lodderom;smårom,masago;smelt roe,masago,Fisk. Förvaras kallt.,Fish.,year-round,refrigerated,g,premium,220,low,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
mascarpone,mascarpone,mascarpone,protein/dairy,"animal-product,contains-lactose,dairy,doesnt-freeze-well",italiensk färskost;krämig ost;mascarponeost,Italian mascarpone,mascarpone,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,39,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
massaman-curry-paste,massaman currypasta,massaman curry paste,spice/paste,"nightshade,plant-based,vegan-friendly",massaman pasta,massaman curry paste,massaman curry paste,Nötbaserad thai curry,Nutty Thai curry,year-round,refrigerated,g,premium,110,medium,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
matcha,matcha,matcha,other/beverage,"plant-based,vegan-friendly",matchapulver;japanskt grönt te,matcha powder;japanese green tea,matcha japanskt grönt te,Japanskt tepulver,Japanese tea powder,year-round,ambient,g,budget,32,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
matzo,matza,matzo,grain/pasta-bread,"contains-gluten,plant-based,vegan-friendly",matzabröd;påskbröd;osyrat bröd,unleavened bread;matzah,matza matzo osyrat,Osyrat bröd,Unleavened bread,year-round,ambient,st,budget,33,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
mayonnaise,majonnäs,mayonnaise,other/condiment,"animal-product,doesnt-freeze-well,egg,processed",mayo;majonäs,mayo;hellmanns,majonnäs mayo mayonnaise,Äggbaserad emulsion,Egg-based emulsion,year-round,refrigerated,ml,medium,60,low,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
mct-oil,mct-olja,mct oil,fat/oil,"plant-based,vegan-friendly",mct olja;ketonogen olja,medium chain triglycerides,mct olja keto,Populär inom keto,Popular in keto,year-round,ambient,ml,medium,100,medium,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
medlar,misplar,medlar,fruit/common,"plant-based,vegan-friendly",misplar frukt;medlar fruit,,medlar;medlar fruit;misplar;misplar frukt,Frukt.,Fruit.,autumn,ambient,g,medium,36,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
medwurst,medwurst,medwurst,protein/meat/pork,"animal-product,meat,pork,processed",medisterkorv;leverwurst,liverwurst,medwurst;leverkorv,Fläskkött. Förvaras kallt.,Pork.,year-round,refrigerated,g,premium,110,medium,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-batch,,1,0
